"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"181804","occ","4516","","17554","Enhydrocyon pahinsintewakpa","species","51890","Monroecreekian","","26.3","24.8","6226"
"181811","occ","4518","","17556","Canidae","family","41189","Monroecreekian","","26.3","24.8","6294"
"181865","occ","4552","","17564","Enhydrocyon pahinsintewakpa","species","51890","Monroecreekian","","26.3","24.8","6226"
"181900","occ","","","17568","Archaeocyon leptodus","species","49212","Arikareean","","30.8","20.43","3558"
"181910","occ","","","17571","Otarocyon cooki","species","45456","Arikareean","","30.8","20.43","3558"
"181915","occ","4573","","17574","Archaeocyon leptodus","species","49212","Arikareean","","30.8","20.43","6294"
"181921","occ","","","17579","Cynodesmus thooides","species","45466","Arikareean","","30.8","20.43","6226"
"181957","occ","","","17592","Philotrox condoni","species","50341","Geringian","","30.8","26.3","6226"
"181981","occ","","","17598","Cynodesmus martini","species","45461","Arikareean","","30.8","20.43","6226"
"181982","occ","4608","","17598","Sunkahetanka geringensis","species","48333","Arikareean","","30.8","20.43","1007"
"181983","occ","","","17598","Archaeocyon leptodus","species","49212","Arikareean","","30.8","20.43","3558"
"181991","occ","4612","","17600","Canidae","family","41189","Arikareean","","30.8","20.43","6294"
"181996","occ","","","17602","Archaeocyon leptodus","species","49212","Arikareean","","30.8","20.43","3558"
"182002","occ","","","17603","Mesocyon brachyops","species","48330","Arikareean","","30.8","20.43","31438"
"182003","occ","","","17603","Cormocyon copei","species","45265","Arikareean","","30.8","20.43","31438"
"182030","occ","","","17605","Archaeocyon leptodus","species","49212","Arikareean","","30.8","20.43","3558"
"182031","occ","4630","","17605","Sunkahetanka geringensis","species","48333","Arikareean","","30.8","20.43","6226"
"182043","occ","4635","","17607","Archaeocyon leptodus","species","49212","Geringian","","30.8","26.3","3558"
"182050","occ","4640","","17610","Cormocyon","genus","41203","Geringian","","30.8","26.3","3555"
"182054","occ","4644","","17611","Philotrox condoni","species","50341","Geringian","","30.8","26.3","6226"
"182062","occ","","","17618","Philotrox condoni","species","50341","Geringian","","30.8","26.3","6226"
"182068","occ","","","17621","Cynarctoides roii","species","49217","Geringian","","30.8","26.3","3558"
"182082","occ","4661","","17626","Cynarctoides roii","species","49217","Geringian","","30.8","26.3","6294"
"182089","occ","4663","","17627","Archaeocyon leptodus","species","49212","Geringian","","30.8","26.3","3558"
"182095","occ","4665","","17629","Archaeocyon leptodus","species","49212","Geringian","","30.8","26.3","6294"
"182112","occ","4673","","17630","Cynarctoides roii","species","49217","Geringian","","30.8","26.3","6294"
"182113","occ","4674","","17630","Archaeocyon leptodus","species","49212","Geringian","","30.8","26.3","3558"
"182114","occ","4675","","17630","Mesocyon temnodon","species","45477","Geringian","","30.8","26.3","6226"
"182115","occ","4676","","17630","Hesperocyoninae","subfamily","104841","Geringian","","30.8","26.3","6294"
"182116","occ","4677","","17630","Cynodesmus thooides","species","45466","Geringian","","30.8","26.3","6294"
"182134","occ","4686","","17633","Cynarctoides roii","species","49217","Geringian","","30.8","26.3","6294"
"182135","occ","4687","","17633","Archaeocyon leptodus","species","49212","Geringian","","30.8","26.3","3558"
"182145","occ","4691","","17634","Cynarctoides roii","species","49217","Geringian","","30.8","26.3","6294"
"182146","occ","4692","","17634","Archaeocyon leptodus","species","49212","Geringian","","30.8","26.3","3558"
"182147","occ","4693","","17634","Mesocyon temnodon","species","45477","Geringian","","30.8","26.3","6226"
"182148","occ","","","17634","Sunkahetanka geringensis","species","48333","Geringian","","30.8","26.3","2356"
"182166","occ","4702","","17635","Archaeocyon leptodus","species","49212","Geringian","","30.8","26.3","6294"
"182167","occ","4703","","17635","Cynarctoides lemur","species","44855","Geringian","","30.8","26.3","6294"
"182168","occ","4704","","17635","Otarocyon cooki","species","45456","Geringian","","30.8","26.3","6294"
"182169","occ","4705","","17635","Mesocyon temnodon","species","45477","Geringian","","30.8","26.3","6226"
"182170","occ","4706","","17635","Philotrox condoni","species","50341","Geringian","","30.8","26.3","6226"
"182194","occ","4719","","17636","Cynarctoides roii","species","49217","Geringian","","30.8","26.3","6294"
"182195","occ","4720","","17636","Archaeocyon leptodus","species","49212","Geringian","","30.8","26.3","3558"
"182196","occ","","","17636","Sunkahetanka geringensis","species","48333","Geringian","","30.8","26.3","2356"
"182197","occ","4721","","17636","Enhydrocyon pahinsintewakpa","species","51890","Geringian","","30.8","26.3","6226"
"182217","occ","4730","","17637","Archaeocyon leptodus","species","49212","Geringian","","30.8","26.3","3558"
"182218","occ","4731","","17637","Enhydrocyon pahinsintewakpa","species","51890","Geringian","","30.8","26.3","6294"
"182232","occ","","","17638","Enhydrocyon crassidens","species","46083","Geringian","","30.8","26.3","2356"
"182256","occ","30157","","17641","Leptocyon douglassi","species","300752","Geringian","","30.8","26.3","52058"
"182257","occ","","","17641","Otarocyon cooki","species","45456","Geringian","","30.8","26.3","3558"
"182258","occ","4755","","17641","Cynarctoides lemur","species","44855","Geringian","","30.8","26.3","6294"
"182259","occ","4756","","17641","Mesocyon temnodon","species","45477","Geringian","","30.8","26.3","6226"
"182260","occ","","","17641","Sunkahetanka geringensis","species","48333","Geringian","","30.8","26.3","2356"
"182261","occ","4757","","17641","Philotrox condoni","species","50341","Geringian","","30.8","26.3","6226"
"182274","occ","4767","","17642","Mesocyon temnodon","species","45477","Geringian","","30.8","26.3","6226"
"182291","occ","4771","","17644","Cynarctoides roii","species","49217","Geringian","","30.8","26.3","6294"
"182292","occ","4772","","17644","Archaeocyon leptodus","species","49212","Geringian","","30.8","26.3","3558"
"182293","occ","4773","","17644","Philotrox condoni","species","50341","Geringian","","30.8","26.3","6226"
"182320","occ","","","17651","Archaeocyon leptodus","species","49212","Geringian","","30.8","26.3","3558"
"182331","occ","4793","","17654","Archaeocyon leptodus","species","49212","Geringian","","30.8","26.3","3558"
"182355","occ","","","17661","Cynarctoides roii","species","49217","Geringian","","30.8","26.3","3558"
"182357","occ","","","17663","Archaeocyon pavidus","species","51186","Geringian","","30.8","26.3","3558"
"182369","occ","","","17667","Enhydrocyon pahinsintewakpa","species","51890","Arikareean","","30.8","20.43","6226"
"182370","occ","","","17667","Paraenhydrocyon josephi","species","52163","Arikareean","","30.8","20.43","6226"
"182450","occ","4854","","17700","Canidae","family","41189","Arikareean","","30.8","20.43","6294"
"182463","occ","","","17703","Mesocyon temnodon","species","45477","Arikareean","","30.8","20.43","6226"
"182464","occ","","","17703","Paraenhydrocyon josephi","species","52163","Arikareean","","30.8","20.43","6226"
"182470","occ","","","17704","Mesocyon temnodon","species","45477","Harrisonian","","24.8","20.43","6226"
"182471","occ","","","17704","Enhydrocyon pahinsintewakpa","species","51890","Harrisonian","","24.8","20.43","6226"
"182518","occ","","","17719","Enhydrocyon","genus","41211","Arikareean","","30.8","20.43","3385"
"182528","occ","","","17723","Caninae","subfamily","90655","Monroecreekian","","26.3","24.8","3174"
"182529","occ","4893","","17723","Enhydrocyon pahinsintewakpa","species","51890","Monroecreekian","","26.3","24.8","6226"
"182530","occ","","","17723","Phlaocyon minor","species","45462","Monroecreekian","","26.3","24.8","3558"
"182539","occ","","","17724","Archaeocyon leptodus","species","49212","Arikareean","","30.8","20.43","3558"
"182555","occ","","","17726","Canidae","family","41189","Geringian","Monroecreekian","30.8","24.8","936"
"182560","occ","","","17727","Archaeocyon leptodus","species","49212","Arikareean","","30.8","20.43","3558"
"182569","occ","","","17729","Archaeocyon leptodus","species","49212","Arikareean","","30.8","20.43","3558"
"182579","occ","","","17736","Desmocyon thomsoni","species","45465","Harrisonian","","24.8","20.43","3558"
"182583","occ","","","17738","Desmocyon thomsoni","species","45465","Harrisonian","","24.8","20.43","3558"
"182602","occ","4918","","22641","Phlaocyon annectens","species","49205","Harrisonian","","24.8","20.43","1971"
"182609","occ","","","17743","Enhydrocyon crassidens","species","46083","Harrisonian","","24.8","20.43","6226"
"182613","occ","4923","","17744","Phlaocyon annectens","species","49205","Harrisonian","","24.8","20.43","3558"
"182614","occ","4924","","17744","Cynarctoides acridens","species","45441","Harrisonian","","24.8","20.43","999"
"182623","occ","4927","","17745","Phlaocyon minor","species","45462","Harrisonian","","24.8","20.43","6294"
"182639","occ","4933","","17748","Desmocyon thomsoni","species","45465","Harrisonian","","24.8","20.43","6294"
"182653","occ","4943","","17750","Phlaocyon minor","species","45462","Harrisonian","","24.8","20.43","6294"
"182657","occ","4945","","17752","Desmocyon thomsoni","species","45465","Harrisonian","","24.8","20.43","6294"
"182697","occ","4963","","17764","Phlaocyon achoros","species","44451","Harrisonian","","24.8","20.43","6294"
"182698","occ","","","17764","Cynarctoides lemur","species","44855","Harrisonian","","24.8","20.43","3558"
"182699","occ","","","17764","Cormocyon copei","species","45265","Harrisonian","","24.8","20.43","3558"
"182724","occ","4975","","17768","Phlaocyon annectens","species","49205","Harrisonian","","24.8","20.43","866"
"182732","occ","4978","","17769","Phlaocyon annectens","species","49205","Harrisonian","","24.8","20.43","866"
"182742","occ","4983","","17773","Phlaocyon annectens","species","49205","Harrisonian","","24.8","20.43","866"
"182744","occ","4984","","17774","Phlaocyon annectens","species","49205","Harrisonian","","24.8","20.43","866"
"182745","occ","4985","","17774","Paraenhydrocyon wallovianus","species","52167","Harrisonian","","24.8","20.43","3223"
"182747","occ","4986","","17775","Phlaocyon annectens","species","49205","Harrisonian","","24.8","20.43","3558"
"182753","occ","","","17777","Cynarctoides luskensis","species","45438","Harrisonian","","24.8","20.43","3558"
"182759","occ","","","17779","Cormocyon haydeni","species","45266","Harrisonian","","24.8","20.43","3558"
"182760","occ","","","17780","Cynarctoides luskensis","species","45438","Harrisonian","","24.8","20.43","3558"
"182761","occ","","","17780","Cynarctoides acridens","species","45441","Harrisonian","","24.8","20.43","3558"
"182762","occ","","","17780","Desmocyon thomsoni","species","45465","Harrisonian","","24.8","20.43","3558"
"182780","occ","","","17785","Desmocyon thomsoni","species","45465","Harrisonian","","24.8","20.43","3558"
"182785","occ","","","17788","Paraenhydrocyon wallovianus","species","52167","Harrisonian","","24.8","20.43","6226"
"182787","occ","","","17788","Phlaocyon minor","species","45462","Harrisonian","","24.8","20.43","3558"
"182788","occ","","","17788","Desmocyon thomsoni","species","45465","Harrisonian","","24.8","20.43","3558"
"182804","occ","5001","","17789","Borophaginae","subfamily","83323","Harrisonian","","24.8","20.43","6294"
"182812","occ","","","17793","Osbornodon brachypus","species","44829","Harrisonian","","24.8","20.43","6226"
"182813","occ","","","17793","Cynarctoides luskensis","species","45438","Harrisonian","","24.8","20.43","3558"
"182814","occ","","","17793","Phlaocyon minor","species","45462","Harrisonian","","24.8","20.43","3558"
"182815","occ","","","17793","Desmocyon thomsoni","species","45465","Harrisonian","","24.8","20.43","3558"
"182825","occ","","","17794","Enhydrocyon crassidens","species","46083","Harrisonian","","24.8","20.43","6226"
"182826","occ","","","17794","Paraenhydrocyon wallovianus","species","52167","Harrisonian","","24.8","20.43","6226"
"182827","occ","","","17794","Paraenhydrocyon josephi","species","52163","Harrisonian","","24.8","20.43","6226"
"182828","occ","","","17794","Cormocyon haydeni","species","45266","Harrisonian","","24.8","20.43","3558"
"182855","occ","","","17796","Desmocyon thomsoni","species","45465","Arikareean","","30.8","20.43","3558"
"182866","occ","","","17801","Enhydrocyon basilatus","species","46081","Harrisonian","","24.8","20.43","6226"
"182910","occ","","","17805","Phlaocyon","genus","41235","Harrisonian","","24.8","20.43","1276"
"182911","occ","","","17805","Desmocyon thomsoni","species","45465","Harrisonian","","24.8","20.43","3558"
"182930","occ","","","17809","Cynarctoides acridens","species","45441","Harrisonian","","24.8","20.43","3558"
"182931","occ","5026","","17809","Borophaginae","subfamily","83323","Harrisonian","","24.8","20.43","1971"
"182939","occ","","","17811","Paraenhydrocyon josephi","species","52163","Harrisonian","","24.8","20.43","6226"
"182942","occ","","","17812","Paraenhydrocyon robustus","species","48337","Harrisonian","","24.8","20.43","6226"
"182944","occ","","","17813","Enhydrocyon crassidens","species","46083","Harrisonian","","24.8","20.43","6226"
"182949","occ","","","17815","Enhydrocyon crassidens","species","46083","Harrisonian","","24.8","20.43","6226"
"182950","occ","","","17815","Paraenhydrocyon wallovianus","species","52167","Harrisonian","","24.8","20.43","6226"
"182951","occ","","","17815","Paraenhydrocyon josephi","species","52163","Harrisonian","","24.8","20.43","6226"
"182952","occ","","","17815","Desmocyon thomsoni","species","45465","Harrisonian","","24.8","20.43","3558"
"182994","occ","","","17819","Phlaocyon","genus","41235","Harrisonian","","24.8","20.43","6198"
"182995","occ","","","17819","Cormocyon haydeni","species","45266","Harrisonian","","24.8","20.43","3558"
